global_row_id,year,row_in_year,global_position,WF01_role,WF02_role,WF03_role,WF04_role
2011_004207,2011,4207,4207,TRAIN,TRAIN,TRAIN,TRAIN
2011_004208,2011,4208,4208,TRAIN,TRAIN,TRAIN,TRAIN
2011_004209,2011,4209,4209,TRAIN,TRAIN,TRAIN,TRAIN
2011_004210,2011,4210,4210,TRAIN,TRAIN,TRAIN,TRAIN
2011_004211,2011,4211,4211,TRAIN,TRAIN,TRAIN,TRAIN
2011_004212,2011,4212,4212,TRAIN,TRAIN,TRAIN,TRAIN
2011_004213,2011,4213,4213,TRAIN,TRAIN,TRAIN,TRAIN
2011_004214,2011,4214,4214,TRAIN,TRAIN,TRAIN,TRAIN
2011_004215,2011,4215,4215,TRAIN,TRAIN,TRAIN,TRAIN
2011_004216,2011,4216,4216,TRAIN,TRAIN,TRAIN,TRAIN
2011_004217,2011,4217,4217,TRAIN,TRAIN,TRAIN,TRAIN
2011_004218,2011,4218,4218,TRAIN,TRAIN,TRAIN,TRAIN
2011_004219,2011,4219,4219,TRAIN,TRAIN,TRAIN,TRAIN
2011_004220,2011,4220,4220,TRAIN,TRAIN,TRAIN,TRAIN
2011_004221,2011,4221,4221,TRAIN,TRAIN,TRAIN,TRAIN
2011_004222,2011,4222,4222,TRAIN,TRAIN,TRAIN,TRAIN
2011_004223,2011,4223,4223,TRAIN,TRAIN,TRAIN,TRAIN
2011_004224,2011,4224,4224,TRAIN,TRAIN,TRAIN,TRAIN
2011_004225,2011,4225,4225,TRAIN,TRAIN,TRAIN,TRAIN
2011_004226,2011,4226,4226,TRAIN,TRAIN,TRAIN,TRAIN
2011_004227,2011,4227,4227,TRAIN,TRAIN,TRAIN,TRAIN
2011_004228,2011,4228,4228,TRAIN,TRAIN,TRAIN,TRAIN
2011_004229,2011,4229,4229,TRAIN,TRAIN,TRAIN,TRAIN
2011_004230,2011,4230,4230,TRAIN,TRAIN,TRAIN,TRAIN
2011_004231,2011,4231,4231,TRAIN,TRAIN,TRAIN,TRAIN
2011_004232,2011,4232,4232,TRAIN,TRAIN,TRAIN,TRAIN
2011_004233,2011,4233,4233,TRAIN,TRAIN,TRAIN,TRAIN
2011_004234,2011,4234,4234,TRAIN,TRAIN,TRAIN,TRAIN
2011_004235,2011,4235,4235,TRAIN,TRAIN,TRAIN,TRAIN
2011_004236,2011,4236,4236,TRAIN,TRAIN,TRAIN,TRAIN
2011_004237,2011,4237,4237,TRAIN,TRAIN,TRAIN,TRAIN
2011_004238,2011,4238,4238,TRAIN,TRAIN,TRAIN,TRAIN
2011_004239,2011,4239,4239,TRAIN,TRAIN,TRAIN,TRAIN
2011_004240,2011,4240,4240,TRAIN,TRAIN,TRAIN,TRAIN
2011_004241,2011,4241,4241,TRAIN,TRAIN,TRAIN,TRAIN
2011_004242,2011,4242,4242,TRAIN,TRAIN,TRAIN,TRAIN
2011_004243,2011,4243,4243,TRAIN,TRAIN,TRAIN,TRAIN
2011_004244,2011,4244,4244,TRAIN,TRAIN,TRAIN,TRAIN
2011_004245,2011,4245,4245,TRAIN,TRAIN,TRAIN,TRAIN
2011_004246,2011,4246,4246,TRAIN,TRAIN,TRAIN,TRAIN
2011_004247,2011,4247,4247,TRAIN,TRAIN,TRAIN,TRAIN
2011_004248,2011,4248,4248,TRAIN,TRAIN,TRAIN,TRAIN
2011_004249,2011,4249,4249,TRAIN,TRAIN,TRAIN,TRAIN
2011_004250,2011,4250,4250,TRAIN,TRAIN,TRAIN,TRAIN
2011_004251,2011,4251,4251,TRAIN,TRAIN,TRAIN,TRAIN
2011_004252,2011,4252,4252,TRAIN,TRAIN,TRAIN,TRAIN
2011_004253,2011,4253,4253,TRAIN,TRAIN,TRAIN,TRAIN
2011_004254,2011,4254,4254,TRAIN,TRAIN,TRAIN,TRAIN
2011_004255,2011,4255,4255,TRAIN,TRAIN,TRAIN,TRAIN
2011_004256,2011,4256,4256,TRAIN,TRAIN,TRAIN,TRAIN
2011_004257,2011,4257,4257,TRAIN,TRAIN,TRAIN,TRAIN
2011_004258,2011,4258,4258,TRAIN,TRAIN,TRAIN,TRAIN
2011_004259,2011,4259,4259,TRAIN,TRAIN,TRAIN,TRAIN
2011_004260,2011,4260,4260,TRAIN,TRAIN,TRAIN,TRAIN
2011_004261,2011,4261,4261,TRAIN,TRAIN,TRAIN,TRAIN
2011_004262,2011,4262,4262,TRAIN,TRAIN,TRAIN,TRAIN
2011_004263,2011,4263,4263,TRAIN,TRAIN,TRAIN,TRAIN
2011_004264,2011,4264,4264,TRAIN,TRAIN,TRAIN,TRAIN
2011_004265,2011,4265,4265,TRAIN,TRAIN,TRAIN,TRAIN
2011_004266,2011,4266,4266,TRAIN,TRAIN,TRAIN,TRAIN
2011_004267,2011,4267,4267,TRAIN,TRAIN,TRAIN,TRAIN
2011_004268,2011,4268,4268,TRAIN,TRAIN,TRAIN,TRAIN
2011_004269,2011,4269,4269,TRAIN,TRAIN,TRAIN,TRAIN
2011_004270,2011,4270,4270,TRAIN,TRAIN,TRAIN,TRAIN
2011_004271,2011,4271,4271,TRAIN,TRAIN,TRAIN,TRAIN
2011_004272,2011,4272,4272,TRAIN,TRAIN,TRAIN,TRAIN
2011_004273,2011,4273,4273,TRAIN,TRAIN,TRAIN,TRAIN
2011_004274,2011,4274,4274,TRAIN,TRAIN,TRAIN,TRAIN
2011_004275,2011,4275,4275,TRAIN,TRAIN,TRAIN,TRAIN
2011_004276,2011,4276,4276,TRAIN,TRAIN,TRAIN,TRAIN
2011_004277,2011,4277,4277,TRAIN,TRAIN,TRAIN,TRAIN
2011_004278,2011,4278,4278,TRAIN,TRAIN,TRAIN,TRAIN
2011_004279,2011,4279,4279,TRAIN,TRAIN,TRAIN,TRAIN
2011_004280,2011,4280,4280,TRAIN,TRAIN,TRAIN,TRAIN
2011_004281,2011,4281,4281,TRAIN,TRAIN,TRAIN,TRAIN
2011_004282,2011,4282,4282,TRAIN,TRAIN,TRAIN,TRAIN
2011_004283,2011,4283,4283,TRAIN,TRAIN,TRAIN,TRAIN
2011_004284,2011,4284,4284,TRAIN,TRAIN,TRAIN,TRAIN
2011_004285,2011,4285,4285,TRAIN,TRAIN,TRAIN,TRAIN
2011_004286,2011,4286,4286,TRAIN,TRAIN,TRAIN,TRAIN
2011_004287,2011,4287,4287,TRAIN,TRAIN,TRAIN,TRAIN
2011_004288,2011,4288,4288,TRAIN,TRAIN,TRAIN,TRAIN
2011_004289,2011,4289,4289,TRAIN,TRAIN,TRAIN,TRAIN
2011_004290,2011,4290,4290,TRAIN,TRAIN,TRAIN,TRAIN
2011_004291,2011,4291,4291,TRAIN,TRAIN,TRAIN,TRAIN
2011_004292,2011,4292,4292,TRAIN,TRAIN,TRAIN,TRAIN
2011_004293,2011,4293,4293,TRAIN,TRAIN,TRAIN,TRAIN
2011_004294,2011,4294,4294,TRAIN,TRAIN,TRAIN,TRAIN
2011_004295,2011,4295,4295,TRAIN,TRAIN,TRAIN,TRAIN
2011_004296,2011,4296,4296,TRAIN,TRAIN,TRAIN,TRAIN
2011_004297,2011,4297,4297,TRAIN,TRAIN,TRAIN,TRAIN
2011_004298,2011,4298,4298,TRAIN,TRAIN,TRAIN,TRAIN
2011_004299,2011,4299,4299,TRAIN,TRAIN,TRAIN,TRAIN
2011_004300,2011,4300,4300,TRAIN,TRAIN,TRAIN,TRAIN
2011_004301,2011,4301,4301,TRAIN,TRAIN,TRAIN,TRAIN
2011_004302,2011,4302,4302,TRAIN,TRAIN,TRAIN,TRAIN
2011_004303,2011,4303,4303,TRAIN,TRAIN,TRAIN,TRAIN
2011_004304,2011,4304,4304,TRAIN,TRAIN,TRAIN,TRAIN
2011_004305,2011,4305,4305,TRAIN,TRAIN,TRAIN,TRAIN
2011_004306,2011,4306,4306,TRAIN,TRAIN,TRAIN,TRAIN
2011_004307,2011,4307,4307,TRAIN,TRAIN,TRAIN,TRAIN
2011_004308,2011,4308,4308,TRAIN,TRAIN,TRAIN,TRAIN
2011_004309,2011,4309,4309,TRAIN,TRAIN,TRAIN,TRAIN
2011_004310,2011,4310,4310,TRAIN,TRAIN,TRAIN,TRAIN
2011_004311,2011,4311,4311,TRAIN,TRAIN,TRAIN,TRAIN
2011_004312,2011,4312,4312,TRAIN,TRAIN,TRAIN,TRAIN
2011_004313,2011,4313,4313,TRAIN,TRAIN,TRAIN,TRAIN
2011_004314,2011,4314,4314,TRAIN,TRAIN,TRAIN,TRAIN
2011_004315,2011,4315,4315,TRAIN,TRAIN,TRAIN,TRAIN
2011_004316,2011,4316,4316,TRAIN,TRAIN,TRAIN,TRAIN
2011_004317,2011,4317,4317,TRAIN,TRAIN,TRAIN,TRAIN
2011_004318,2011,4318,4318,TRAIN,TRAIN,TRAIN,TRAIN
2011_004319,2011,4319,4319,TRAIN,TRAIN,TRAIN,TRAIN
2011_004320,2011,4320,4320,TRAIN,TRAIN,TRAIN,TRAIN
2011_004321,2011,4321,4321,TRAIN,TRAIN,TRAIN,TRAIN
2011_004322,2011,4322,4322,TRAIN,TRAIN,TRAIN,TRAIN
2011_004323,2011,4323,4323,TRAIN,TRAIN,TRAIN,TRAIN
2011_004324,2011,4324,4324,TRAIN,TRAIN,TRAIN,TRAIN
2011_004325,2011,4325,4325,TRAIN,TRAIN,TRAIN,TRAIN
2011_004326,2011,4326,4326,TRAIN,TRAIN,TRAIN,TRAIN
2011_004327,2011,4327,4327,TRAIN,TRAIN,TRAIN,TRAIN
2011_004328,2011,4328,4328,TRAIN,TRAIN,TRAIN,TRAIN
2011_004329,2011,4329,4329,TRAIN,TRAIN,TRAIN,TRAIN
2011_004330,2011,4330,4330,TRAIN,TRAIN,TRAIN,TRAIN
2011_004331,2011,4331,4331,TRAIN,TRAIN,TRAIN,TRAIN
2011_004332,2011,4332,4332,TRAIN,TRAIN,TRAIN,TRAIN
2011_004333,2011,4333,4333,TRAIN,TRAIN,TRAIN,TRAIN
2011_004334,2011,4334,4334,TRAIN,TRAIN,TRAIN,TRAIN
2011_004335,2011,4335,4335,TRAIN,TRAIN,TRAIN,TRAIN
2011_004336,2011,4336,4336,TRAIN,TRAIN,TRAIN,TRAIN
2011_004337,2011,4337,4337,TRAIN,TRAIN,TRAIN,TRAIN
2011_004338,2011,4338,4338,TRAIN,TRAIN,TRAIN,TRAIN
2011_004339,2011,4339,4339,TRAIN,TRAIN,TRAIN,TRAIN
2011_004340,2011,4340,4340,TRAIN,TRAIN,TRAIN,TRAIN
2011_004341,2011,4341,4341,TRAIN,TRAIN,TRAIN,TRAIN
2011_004342,2011,4342,4342,TRAIN,TRAIN,TRAIN,TRAIN
2011_004343,2011,4343,4343,TRAIN,TRAIN,TRAIN,TRAIN
2011_004344,2011,4344,4344,TRAIN,TRAIN,TRAIN,TRAIN
2011_004345,2011,4345,4345,TRAIN,TRAIN,TRAIN,TRAIN
2011_004346,2011,4346,4346,TRAIN,TRAIN,TRAIN,TRAIN
2011_004347,2011,4347,4347,TRAIN,TRAIN,TRAIN,TRAIN
2011_004348,2011,4348,4348,TRAIN,TRAIN,TRAIN,TRAIN
2011_004349,2011,4349,4349,TRAIN,TRAIN,TRAIN,TRAIN
2011_004350,2011,4350,4350,TRAIN,TRAIN,TRAIN,TRAIN
2011_004351,2011,4351,4351,TRAIN,TRAIN,TRAIN,TRAIN
2011_004352,2011,4352,4352,TRAIN,TRAIN,TRAIN,TRAIN
2011_004353,2011,4353,4353,TRAIN,TRAIN,TRAIN,TRAIN
2011_004354,2011,4354,4354,TRAIN,TRAIN,TRAIN,TRAIN
2011_004355,2011,4355,4355,TRAIN,TRAIN,TRAIN,TRAIN
2011_004356,2011,4356,4356,TRAIN,TRAIN,TRAIN,TRAIN
2011_004357,2011,4357,4357,TRAIN,TRAIN,TRAIN,TRAIN
2011_004358,2011,4358,4358,TRAIN,TRAIN,TRAIN,TRAIN
2011_004359,2011,4359,4359,TRAIN,TRAIN,TRAIN,TRAIN
2011_004360,2011,4360,4360,TRAIN,TRAIN,TRAIN,TRAIN
2011_004361,2011,4361,4361,TRAIN,TRAIN,TRAIN,TRAIN
2011_004362,2011,4362,4362,TRAIN,TRAIN,TRAIN,TRAIN
2011_004363,2011,4363,4363,TRAIN,TRAIN,TRAIN,TRAIN
2011_004364,2011,4364,4364,TRAIN,TRAIN,TRAIN,TRAIN
2011_004365,2011,4365,4365,TRAIN,TRAIN,TRAIN,TRAIN
2011_004366,2011,4366,4366,TRAIN,TRAIN,TRAIN,TRAIN
2011_004367,2011,4367,4367,TRAIN,TRAIN,TRAIN,TRAIN
2011_004368,2011,4368,4368,TRAIN,TRAIN,TRAIN,TRAIN
2011_004369,2011,4369,4369,TRAIN,TRAIN,TRAIN,TRAIN
2011_004370,2011,4370,4370,TRAIN,TRAIN,TRAIN,TRAIN
2011_004371,2011,4371,4371,TRAIN,TRAIN,TRAIN,TRAIN
2011_004372,2011,4372,4372,TRAIN,TRAIN,TRAIN,TRAIN
2011_004373,2011,4373,4373,TRAIN,TRAIN,TRAIN,TRAIN
2011_004374,2011,4374,4374,TRAIN,TRAIN,TRAIN,TRAIN
2011_004375,2011,4375,4375,TRAIN,TRAIN,TRAIN,TRAIN
2011_004376,2011,4376,4376,TRAIN,TRAIN,TRAIN,TRAIN
2011_004377,2011,4377,4377,TRAIN,TRAIN,TRAIN,TRAIN
2011_004378,2011,4378,4378,TRAIN,TRAIN,TRAIN,TRAIN
2011_004379,2011,4379,4379,TRAIN,TRAIN,TRAIN,TRAIN
2011_004380,2011,4380,4380,TRAIN,TRAIN,TRAIN,TRAIN
2011_004381,2011,4381,4381,TRAIN,TRAIN,TRAIN,TRAIN
2011_004382,2011,4382,4382,TRAIN,TRAIN,TRAIN,TRAIN
2011_004383,2011,4383,4383,TRAIN,TRAIN,TRAIN,TRAIN
2011_004384,2011,4384,4384,TRAIN,TRAIN,TRAIN,TRAIN
2011_004385,2011,4385,4385,TRAIN,TRAIN,TRAIN,TRAIN
2011_004386,2011,4386,4386,TRAIN,TRAIN,TRAIN,TRAIN
2011_004387,2011,4387,4387,TRAIN,TRAIN,TRAIN,TRAIN
2011_004388,2011,4388,4388,TRAIN,TRAIN,TRAIN,TRAIN
2011_004389,2011,4389,4389,TRAIN,TRAIN,TRAIN,TRAIN
2011_004390,2011,4390,4390,TRAIN,TRAIN,TRAIN,TRAIN
2011_004391,2011,4391,4391,TRAIN,TRAIN,TRAIN,TRAIN
2011_004392,2011,4392,4392,TRAIN,TRAIN,TRAIN,TRAIN
2011_004393,2011,4393,4393,TRAIN,TRAIN,TRAIN,TRAIN
2011_004394,2011,4394,4394,TRAIN,TRAIN,TRAIN,TRAIN
2011_004395,2011,4395,4395,TRAIN,TRAIN,TRAIN,TRAIN
2011_004396,2011,4396,4396,TRAIN,TRAIN,TRAIN,TRAIN
2011_004397,2011,4397,4397,TRAIN,TRAIN,TRAIN,TRAIN
2011_004398,2011,4398,4398,TRAIN,TRAIN,TRAIN,TRAIN
2011_004399,2011,4399,4399,TRAIN,TRAIN,TRAIN,TRAIN
2011_004400,2011,4400,4400,TRAIN,TRAIN,TRAIN,TRAIN
2011_004401,2011,4401,4401,TRAIN,TRAIN,TRAIN,TRAIN
2011_004402,2011,4402,4402,TRAIN,TRAIN,TRAIN,TRAIN
2011_004403,2011,4403,4403,TRAIN,TRAIN,TRAIN,TRAIN
2011_004404,2011,4404,4404,TRAIN,TRAIN,TRAIN,TRAIN
2011_004405,2011,4405,4405,TRAIN,TRAIN,TRAIN,TRAIN
2011_004406,2011,4406,4406,TRAIN,TRAIN,TRAIN,TRAIN
2011_004407,2011,4407,4407,TRAIN,TRAIN,TRAIN,TRAIN
2011_004408,2011,4408,4408,TRAIN,TRAIN,TRAIN,TRAIN
2011_004409,2011,4409,4409,TRAIN,TRAIN,TRAIN,TRAIN
2011_004410,2011,4410,4410,TRAIN,TRAIN,TRAIN,TRAIN
2011_004411,2011,4411,4411,TRAIN,TRAIN,TRAIN,TRAIN
2011_004412,2011,4412,4412,TRAIN,TRAIN,TRAIN,TRAIN
2011_004413,2011,4413,4413,TRAIN,TRAIN,TRAIN,TRAIN
2011_004414,2011,4414,4414,TRAIN,TRAIN,TRAIN,TRAIN
2011_004415,2011,4415,4415,TRAIN,TRAIN,TRAIN,TRAIN
2011_004416,2011,4416,4416,TRAIN,TRAIN,TRAIN,TRAIN
2011_004417,2011,4417,4417,TRAIN,TRAIN,TRAIN,TRAIN
2011_004418,2011,4418,4418,TRAIN,TRAIN,TRAIN,TRAIN
2011_004419,2011,4419,4419,TRAIN,TRAIN,TRAIN,TRAIN
2011_004420,2011,4420,4420,TRAIN,TRAIN,TRAIN,TRAIN
2011_004421,2011,4421,4421,TRAIN,TRAIN,TRAIN,TRAIN
2011_004422,2011,4422,4422,TRAIN,TRAIN,TRAIN,TRAIN
2011_004423,2011,4423,4423,TRAIN,TRAIN,TRAIN,TRAIN
2011_004424,2011,4424,4424,TRAIN,TRAIN,TRAIN,TRAIN
2011_004425,2011,4425,4425,TRAIN,TRAIN,TRAIN,TRAIN
2011_004426,2011,4426,4426,TRAIN,TRAIN,TRAIN,TRAIN
2011_004427,2011,4427,4427,TRAIN,TRAIN,TRAIN,TRAIN
2011_004428,2011,4428,4428,TRAIN,TRAIN,TRAIN,TRAIN
2011_004429,2011,4429,4429,TRAIN,TRAIN,TRAIN,TRAIN
2011_004430,2011,4430,4430,TRAIN,TRAIN,TRAIN,TRAIN
2011_004431,2011,4431,4431,TRAIN,TRAIN,TRAIN,TRAIN
2011_004432,2011,4432,4432,TRAIN,TRAIN,TRAIN,TRAIN
2011_004433,2011,4433,4433,TRAIN,TRAIN,TRAIN,TRAIN
2011_004434,2011,4434,4434,TRAIN,TRAIN,TRAIN,TRAIN
2011_004435,2011,4435,4435,TRAIN,TRAIN,TRAIN,TRAIN
2011_004436,2011,4436,4436,TRAIN,TRAIN,TRAIN,TRAIN
2011_004437,2011,4437,4437,TRAIN,TRAIN,TRAIN,TRAIN
2011_004438,2011,4438,4438,TRAIN,TRAIN,TRAIN,TRAIN
2011_004439,2011,4439,4439,TRAIN,TRAIN,TRAIN,TRAIN
2011_004440,2011,4440,4440,TRAIN,TRAIN,TRAIN,TRAIN
2011_004441,2011,4441,4441,TRAIN,TRAIN,TRAIN,TRAIN
2011_004442,2011,4442,4442,TRAIN,TRAIN,TRAIN,TRAIN
2011_004443,2011,4443,4443,TRAIN,TRAIN,TRAIN,TRAIN
2011_004444,2011,4444,4444,TRAIN,TRAIN,TRAIN,TRAIN
2011_004445,2011,4445,4445,TRAIN,TRAIN,TRAIN,TRAIN
2011_004446,2011,4446,4446,TRAIN,TRAIN,TRAIN,TRAIN
2011_004447,2011,4447,4447,TRAIN,TRAIN,TRAIN,TRAIN
2011_004448,2011,4448,4448,TRAIN,TRAIN,TRAIN,TRAIN
2011_004449,2011,4449,4449,TRAIN,TRAIN,TRAIN,TRAIN
2011_004450,2011,4450,4450,TRAIN,TRAIN,TRAIN,TRAIN
2011_004451,2011,4451,4451,TRAIN,TRAIN,TRAIN,TRAIN
2011_004452,2011,4452,4452,TRAIN,TRAIN,TRAIN,TRAIN
2011_004453,2011,4453,4453,TRAIN,TRAIN,TRAIN,TRAIN
2011_004454,2011,4454,4454,TRAIN,TRAIN,TRAIN,TRAIN
2011_004455,2011,4455,4455,TRAIN,TRAIN,TRAIN,TRAIN
2011_004456,2011,4456,4456,TRAIN,TRAIN,TRAIN,TRAIN
2011_004457,2011,4457,4457,TRAIN,TRAIN,TRAIN,TRAIN
2011_004458,2011,4458,4458,TRAIN,TRAIN,TRAIN,TRAIN
2011_004459,2011,4459,4459,TRAIN,TRAIN,TRAIN,TRAIN
2011_004460,2011,4460,4460,TRAIN,TRAIN,TRAIN,TRAIN
2011_004461,2011,4461,4461,TRAIN,TRAIN,TRAIN,TRAIN
2011_004462,2011,4462,4462,TRAIN,TRAIN,TRAIN,TRAIN
2011_004463,2011,4463,4463,TRAIN,TRAIN,TRAIN,TRAIN
2011_004464,2011,4464,4464,TRAIN,TRAIN,TRAIN,TRAIN
2011_004465,2011,4465,4465,TRAIN,TRAIN,TRAIN,TRAIN
2011_004466,2011,4466,4466,TRAIN,TRAIN,TRAIN,TRAIN
2011_004467,2011,4467,4467,TRAIN,TRAIN,TRAIN,TRAIN
2011_004468,2011,4468,4468,TRAIN,TRAIN,TRAIN,TRAIN
2011_004469,2011,4469,4469,TRAIN,TRAIN,TRAIN,TRAIN
2011_004470,2011,4470,4470,TRAIN,TRAIN,TRAIN,TRAIN
2011_004471,2011,4471,4471,TRAIN,TRAIN,TRAIN,TRAIN
2011_004472,2011,4472,4472,TRAIN,TRAIN,TRAIN,TRAIN
2011_004473,2011,4473,4473,TRAIN,TRAIN,TRAIN,TRAIN
2011_004474,2011,4474,4474,TRAIN,TRAIN,TRAIN,TRAIN
2011_004475,2011,4475,4475,TRAIN,TRAIN,TRAIN,TRAIN
2011_004476,2011,4476,4476,TRAIN,TRAIN,TRAIN,TRAIN
2011_004477,2011,4477,4477,TRAIN,TRAIN,TRAIN,TRAIN
2011_004478,2011,4478,4478,TRAIN,TRAIN,TRAIN,TRAIN
2011_004479,2011,4479,4479,TRAIN,TRAIN,TRAIN,TRAIN
2011_004480,2011,4480,4480,TRAIN,TRAIN,TRAIN,TRAIN
2011_004481,2011,4481,4481,TRAIN,TRAIN,TRAIN,TRAIN
2011_004482,2011,4482,4482,TRAIN,TRAIN,TRAIN,TRAIN
2011_004483,2011,4483,4483,TRAIN,TRAIN,TRAIN,TRAIN
2011_004484,2011,4484,4484,TRAIN,TRAIN,TRAIN,TRAIN
2011_004485,2011,4485,4485,TRAIN,TRAIN,TRAIN,TRAIN
2011_004486,2011,4486,4486,TRAIN,TRAIN,TRAIN,TRAIN
2011_004487,2011,4487,4487,TRAIN,TRAIN,TRAIN,TRAIN
2011_004488,2011,4488,4488,TRAIN,TRAIN,TRAIN,TRAIN
2011_004489,2011,4489,4489,TRAIN,TRAIN,TRAIN,TRAIN
2011_004490,2011,4490,4490,TRAIN,TRAIN,TRAIN,TRAIN
2011_004491,2011,4491,4491,TRAIN,TRAIN,TRAIN,TRAIN
2011_004492,2011,4492,4492,TRAIN,TRAIN,TRAIN,TRAIN
2011_004493,2011,4493,4493,TRAIN,TRAIN,TRAIN,TRAIN
2011_004494,2011,4494,4494,TRAIN,TRAIN,TRAIN,TRAIN
2011_004495,2011,4495,4495,TRAIN,TRAIN,TRAIN,TRAIN
2011_004496,2011,4496,4496,TRAIN,TRAIN,TRAIN,TRAIN
2011_004497,2011,4497,4497,TRAIN,TRAIN,TRAIN,TRAIN
2011_004498,2011,4498,4498,TRAIN,TRAIN,TRAIN,TRAIN
2011_004499,2011,4499,4499,TRAIN,TRAIN,TRAIN,TRAIN
2011_004500,2011,4500,4500,TRAIN,TRAIN,TRAIN,TRAIN
2011_004501,2011,4501,4501,TRAIN,TRAIN,TRAIN,TRAIN
2011_004502,2011,4502,4502,TRAIN,TRAIN,TRAIN,TRAIN
2011_004503,2011,4503,4503,TRAIN,TRAIN,TRAIN,TRAIN
2011_004504,2011,4504,4504,TRAIN,TRAIN,TRAIN,TRAIN
2011_004505,2011,4505,4505,TRAIN,TRAIN,TRAIN,TRAIN
2011_004506,2011,4506,4506,TRAIN,TRAIN,TRAIN,TRAIN
2011_004507,2011,4507,4507,TRAIN,TRAIN,TRAIN,TRAIN
2011_004508,2011,4508,4508,TRAIN,TRAIN,TRAIN,TRAIN
2011_004509,2011,4509,4509,TRAIN,TRAIN,TRAIN,TRAIN
2011_004510,2011,4510,4510,TRAIN,TRAIN,TRAIN,TRAIN
2011_004511,2011,4511,4511,TRAIN,TRAIN,TRAIN,TRAIN
2011_004512,2011,4512,4512,TRAIN,TRAIN,TRAIN,TRAIN
2011_004513,2011,4513,4513,TRAIN,TRAIN,TRAIN,TRAIN
2011_004514,2011,4514,4514,TRAIN,TRAIN,TRAIN,TRAIN
2011_004515,2011,4515,4515,TRAIN,TRAIN,TRAIN,TRAIN
2011_004516,2011,4516,4516,TRAIN,TRAIN,TRAIN,TRAIN
2011_004517,2011,4517,4517,TRAIN,TRAIN,TRAIN,TRAIN
2011_004518,2011,4518,4518,TRAIN,TRAIN,TRAIN,TRAIN
2011_004519,2011,4519,4519,TRAIN,TRAIN,TRAIN,TRAIN
2011_004520,2011,4520,4520,TRAIN,TRAIN,TRAIN,TRAIN
2011_004521,2011,4521,4521,TRAIN,TRAIN,TRAIN,TRAIN
2011_004522,2011,4522,4522,TRAIN,TRAIN,TRAIN,TRAIN
2011_004523,2011,4523,4523,TRAIN,TRAIN,TRAIN,TRAIN
2011_004524,2011,4524,4524,TRAIN,TRAIN,TRAIN,TRAIN
2011_004525,2011,4525,4525,TRAIN,TRAIN,TRAIN,TRAIN
2011_004526,2011,4526,4526,TRAIN,TRAIN,TRAIN,TRAIN
2011_004527,2011,4527,4527,TRAIN,TRAIN,TRAIN,TRAIN
2011_004528,2011,4528,4528,TRAIN,TRAIN,TRAIN,TRAIN
2011_004529,2011,4529,4529,TRAIN,TRAIN,TRAIN,TRAIN
2011_004530,2011,4530,4530,TRAIN,TRAIN,TRAIN,TRAIN
2011_004531,2011,4531,4531,TRAIN,TRAIN,TRAIN,TRAIN
2011_004532,2011,4532,4532,TRAIN,TRAIN,TRAIN,TRAIN
2011_004533,2011,4533,4533,TRAIN,TRAIN,TRAIN,TRAIN
2011_004534,2011,4534,4534,TRAIN,TRAIN,TRAIN,TRAIN
2011_004535,2011,4535,4535,TRAIN,TRAIN,TRAIN,TRAIN
2011_004536,2011,4536,4536,TRAIN,TRAIN,TRAIN,TRAIN
2011_004537,2011,4537,4537,TRAIN,TRAIN,TRAIN,TRAIN
2011_004538,2011,4538,4538,TRAIN,TRAIN,TRAIN,TRAIN
2011_004539,2011,4539,4539,TRAIN,TRAIN,TRAIN,TRAIN
2011_004540,2011,4540,4540,TRAIN,TRAIN,TRAIN,TRAIN
2011_004541,2011,4541,4541,TRAIN,TRAIN,TRAIN,TRAIN
2011_004542,2011,4542,4542,TRAIN,TRAIN,TRAIN,TRAIN
2011_004543,2011,4543,4543,TRAIN,TRAIN,TRAIN,TRAIN
2011_004544,2011,4544,4544,TRAIN,TRAIN,TRAIN,TRAIN
2011_004545,2011,4545,4545,TRAIN,TRAIN,TRAIN,TRAIN
2011_004546,2011,4546,4546,TRAIN,TRAIN,TRAIN,TRAIN
2011_004547,2011,4547,4547,TRAIN,TRAIN,TRAIN,TRAIN
2011_004548,2011,4548,4548,TRAIN,TRAIN,TRAIN,TRAIN
2011_004549,2011,4549,4549,TRAIN,TRAIN,TRAIN,TRAIN
2011_004550,2011,4550,4550,TRAIN,TRAIN,TRAIN,TRAIN
2011_004551,2011,4551,4551,TRAIN,TRAIN,TRAIN,TRAIN
2011_004552,2011,4552,4552,TRAIN,TRAIN,TRAIN,TRAIN
2011_004553,2011,4553,4553,TRAIN,TRAIN,TRAIN,TRAIN
2011_004554,2011,4554,4554,TRAIN,TRAIN,TRAIN,TRAIN
2011_004555,2011,4555,4555,TRAIN,TRAIN,TRAIN,TRAIN
2011_004556,2011,4556,4556,TRAIN,TRAIN,TRAIN,TRAIN
2011_004557,2011,4557,4557,TRAIN,TRAIN,TRAIN,TRAIN
2011_004558,2011,4558,4558,TRAIN,TRAIN,TRAIN,TRAIN
2011_004559,2011,4559,4559,TRAIN,TRAIN,TRAIN,TRAIN
2011_004560,2011,4560,4560,TRAIN,TRAIN,TRAIN,TRAIN
2011_004561,2011,4561,4561,TRAIN,TRAIN,TRAIN,TRAIN
2011_004562,2011,4562,4562,TRAIN,TRAIN,TRAIN,TRAIN
2011_004563,2011,4563,4563,TRAIN,TRAIN,TRAIN,TRAIN
